10	88.9371	10.736
10	129.599	0
10	129.88	0
10	43.5423	54.7891
10	102.888	0
10	120.985	0
10	136.181	0
10	36.1344	61.9781
10	75.3947	23.8781
10	117.531	0
10	94.9329	4.91736
10	160.613	0
10	92.1484	7.61954
10	269.247	0
10	112.83	0
10	146.208	0
10	176.654	0
10	92.8076	6.9798
10	122.305	0
10	73.6609	25.5607
10	92.5506	7.22926
10	97.5775	2.35086
10	124.294	0
10	175.11	0
10	97.9709	1.9691
10	132.686	0
10	186.464	0
10	173.939	0
10	65.0159	33.9501
10	118.362	0
10	80.998	18.4404
10	83.194	16.3093
10	104.959	0
10	195.204	0
10	115.136	0
10	99.7149	0.276716
10	93.2007	6.59833
10	148.056	0
10	91.6272	8.1253
10	76.9519	22.367
10	129.079	0
10	109.185	0
10	86.7174	12.8901
10	119.862	0
10	182.387	0
10	66.7685	32.2493
10	39.0853	59.1144
10	90.0667	9.63976
10	66.5304	32.4804
10	107.05	0
10	58.6135	40.1634
10	51.8374	46.7392
10	79.9965	19.4123
10	86.9109	12.7022
10	67.008	32.0169
10	109.365	0
10	106.677	0
10	80.8266	18.6067
10	91.8528	7.90642
10	125.568	0
10	93.7838	6.03253
10	53.9279	44.7105
10	90.3726	9.34284
10	109.025	0
10	164.4	0
10	130.71	0
10	82.4784	17.0037
10	212.266	0
10	75.1275	24.1374
10	156.819	0
10	49.3451	49.1578
10	47.2738	51.1679
10	84.9604	14.5951
10	198.269	0
10	65.5642	33.4181
10	86.8801	12.7322
10	130.985	0
10	61.7425	37.1269
10	75.2662	24.0028
10	52.6609	45.94
10	99.1521	0.822807
10	71.2456	27.9046
10	92.8565	6.93237
10	81.2138	18.2309
10	87.3496	12.2766
10	82.6076	16.8784
10	38.3314	59.846
10	84.4145	15.1249
10	163.552	0
10	104.671	0
10	64.5794	34.3738
10	144.455	0
10	91.9897	7.77352
10	79.8344	19.5696
10	68.5686	30.5024
10	139.747	0
10	72.2084	26.9702
10	82.4597	17.0219
10	65.2696	33.704
10	129.286	0
10	93.8676	5.95119
10	48.3036	50.1685
10	65.2243	33.748
10	44.9474	53.4255
10	131.143	0
10	83.9129	15.6116
10	94.7081	5.13554
10	80.726	18.7043
10	70.8534	28.2852
10	64.8996	34.0631
10	63.8817	35.0508
10	116.556	0
10	70.8778	28.2615
10	61.8984	36.9755
10	66.9929	32.0316
10	109.206	0
10	102.712	0
10	119.579	0
10	140.735	0
10	48.5976	49.8832
10	139.772	0
10	67.5405	31.5002
10	83.8853	15.6384
10	122.341	0
10	93.9761	5.84586
10	148.772	0
10	87.9684	11.676
10	66.086	32.9117
10	66.4189	32.5886
10	51.3107	47.2503
10	92.4638	7.31343
10	130.818	0
10	106.972	0
10	133.059	0
10	140.936	0
10	191.925	0
10	136.551	0
10	104.539	0
10	56.9028	41.8235
10	92.6669	7.11637
10	89.8328	9.86674
10	41.8446	56.4367
10	118.599	0
10	87.3987	12.2288
10	113.866	0
10	130.365	0
10	122.93	0
10	200.892	0
10	53.6239	45.0055
10	119.398	0
10	113.104	0
10	136.102	0
10	154.056	0
10	170.763	0
10	84.2878	15.2479
10	129.825	0
10	64.5185	34.4329
10	54.235	44.4125
10	63.9562	34.9786
10	118.143	0
10	126.083	0
10	96.2736	3.61623
10	100.948	0
10	126.062	0
